headLR1,headFB1,backLR1,backFB1,lHipLR1,lHipFB1,rHipLR1,rHipFB1,lKnee1,rKnee1,headLR2,headFB2,backLR2,backFB2,lHipLR2,lHipFB2,rHipLR2,rHipFB2,lKnee2,rKnee2,headLR3,headFB3,backLR3,backFB3,lHipLR3,lHipFB3,rHipLR3,rHipFB3,lKnee3,rKnee3,GoodForm
2.8152646627541404,2.6772790354945575,1.708966550267342,3.085703412921709,1.5276012125691276,2.5938776831451915,1.7341820417462488,2.68745707367526,1.5279619431299216,1.5075985452086076,2.526866596505192,2.4987119163791176,1.8601212267322544,2.9900877299862967,3.0681537204466616,1.823492308371906,3.0950684752789037,1.54343158325143,2.8472735184694704,2.7747473521289896,2.678113686290417,2.688332805795947,1.6802941668816425,3.073200840699246,1.4646823808372058,2.442926466622012,1.4946636972160026,2.978875452355601,1.4675640512307917,1.2805619493582867,1
2.678113686290417,2.688332805795947,1.6802941668816425,3.073200840699246,1.4646823808372058,2.442926466622012,1.4946636972160026,2.978875452355601,1.4675640512307917,1.2805619493582867,2.5264463649162527,2.4906069800169486,1.8081482629182526,2.986824551209039,3.0496146955034855,1.8165184870421631,3.106093656395468,1.5673333488122727,2.8440481670924194,2.7483709145046666,2.7331117339830286,2.618517480299018,1.6417436511870493,3.075970690856601,1.4231422621832246,1.951697804196654,1.6679994609179187,2.9372926068544425,1.4138682007512948,1.4108461076500387,1
2.7331117339830286,2.618517480299018,1.6417436511870493,3.075970690856601,1.4231422621832246,1.951697804196654,1.6679994609179187,2.9372926068544425,1.4138682007512948,1.4108461076500387,2.543841909625683,2.499413703222999,1.903820725868996,3.000192308647772,3.1055841056100633,1.8250814202018555,3.115505478667116,1.548704672100633,2.8176699897228388,2.8104584393608043,2.543841909625683,2.499413703222999,1.903820725868996,3.000192308647772,3.1055841056100633,1.8250814202018555,3.115505478667116,1.548704672100633,2.8176699897228388,2.8104584393608043,1
2.614975960707846,2.4471423415806504,1.953600241129751,2.982706243981314,3.0908007334016343,1.8332398530424316,3.0270921634895496,1.5271413927093311,2.7022650658534095,2.8613816625423287,2.4241496869511674,2.6023180834701733,1.7570788437764207,2.9379001578759776,3.1208842501847904,1.8438905267076846,3.052827196696611,1.4860330655739373,2.8575492149863018,2.8665058461630157,2.878361292921309,2.455097517616699,1.548381478092345,3.053314137822964,1.5254776044016338,2.566935557086141,1.7159917225150934,2.897693080724199,1.514730864269799,1.5011862320455487,1
2.878361292921309,2.455097517616699,1.548381478092345,3.053314137822964,1.5254776044016338,2.566935557086141,1.7159917225150934,2.897693080724199,1.514730864269799,1.5011862320455487,2.4876717590794057,2.515710208764661,1.7751524354122468,2.9869991551754196,3.06181564978528,1.8310771746696046,3.081890866870076,1.5741608287629498,2.859112298712425,2.8273613860255304,2.796930969853276,2.5531957744647045,1.5879195000985953,3.0957412668972477,1.364094424050903,1.8320223829098528,1.4663174963052463,2.865166608994396,1.4191965182408448,1.2595037107510716,1
2.796930969853276,2.5531957744647045,1.5879195000985953,3.0957412668972477,1.364094424050903,1.8320223829098528,1.4663174963052463,2.865166608994396,1.4191965182408448,1.2595037107510716,2.5768437722975763,2.5010034659507925,2.002314137519634,3.013115283077992,3.0786308156511994,1.8569948692712506,3.1254923608245853,1.5789296699806241,2.8781732614167552,2.79769847343814,2.8611028781262062,2.541800957500735,1.6380835846944837,3.051208606550272,1.4232911978035259,2.2857701950987757,1.524755025628153,3.0159006510061017,1.4411086755975049,1.2561802074910666,1
2.8611028781262062,2.541800957500735,1.6380835846944837,3.051208606550272,1.4232911978035259,2.2857701950987757,1.524755025628153,3.0159006510061017,1.4411086755975049,1.2561802074910666,2.630613140215282,2.411986137201935,2.0410210534757045,2.9844749141531253,3.0936815305827587,1.9120813484839918,3.0924229485693866,1.5277429055372085,2.83045533209698,2.8456796189886373,2.891695638312298,2.5181942815127725,1.6017354156632926,3.1058278219048487,1.4901162805161035,1.9708688831195371,1.6770677887859657,2.9497010543662574,1.4557683213963273,1.4606504639360083,1
2.891695638312298,2.5181942815127725,1.6017354156632926,3.1058278219048487,1.4901162805161035,1.9708688831195371,1.6770677887859657,2.9497010543662574,1.4557683213963273,1.4606504639360083,2.622601395336997,2.443304500534353,2.145677906670938,3.0130714789283912,3.1205665947939365,1.875877894837033,3.0951344201845687,1.5729390576561655,2.8199094768999093,2.7736761656123887,2.622601395336997,2.443304500534353,2.145677906670938,3.0130714789283912,3.1205665947939365,1.875877894837033,3.0951344201845687,1.5729390576561655,2.8199094768999093,2.7736761656123887,1
2.6361071682420993,2.471216861976756,2.360578880053555,2.9213102170254275,3.0156161524925023,1.9587543739600497,3.0904728694884267,1.4429220491999946,2.7650386940716674,2.7966136434244175,2.4326464145865634,2.574200339165066,2.2219948328007417,2.905638312396128,2.965265167310749,1.9501260087337153,3.025074990545149,1.4460768874500471,2.7893020059438607,2.7361862128203227,2.7543236900408923,2.6470418999970615,1.5601798279621855,3.106680369274654,1.3724628105364391,1.4263443006931427,1.6697599332053816,2.9805205133089565,1.3590701226427926,1.4254584733931088,1
2.7543236900408923,2.6470418999970615,1.5601798279621855,3.106680369274654,1.3724628105364391,1.4263443006931427,1.6697599332053816,2.9805205133089565,1.3590701226427926,1.4254584733931088,2.330299829940608,2.705435902486919,1.811158453861733,2.948411207308008,3.0803913995363055,1.8540569202282657,3.124755935949092,1.4908494540880637,2.8094638550923374,2.772475307864734,2.766713469130579,2.608211957828615,1.5649540217016353,3.069511248913861,1.410708028900141,1.6503159322579153,1.787059173630457,2.7351058574546756,1.3901313412076817,1.5176046057548898,1
