headLR1,headFB1,backLR1,backFB1,lShoulderFB1,lShoulderUD1,lHipLR1,lHipFB1,rShoulderFB1,rShoulderUD1,rHipLR1,rHipFB1,rElb1,rKnee1,headLR2,headFB2,backLR2,backFB2,lShoulderFB2,lShoulderUD2,lHipLR2,lHipFB2,rShoulderFB2,rShoulderUD2,rHipLR2,rHipFB2,rElb2,rKnee2,headLR3,headFB3,backLR3,backFB3,lShoulderFB3,lShoulderUD3,lHipLR3,lHipFB3,rShoulderFB3,rShoulderUD3,rHipLR3,rHipFB3,rElb3,rKnee3,GoodForm
2.152033823832105,2.720383565382118,1.3474628931033301,2.976961827579371,2.2621319234169697,1.091389198173151,3.1284872147583487,1.6531254572733352,1.1931340073020547,0.2733891048835793,3.098436460295738,1.5636917715181016,1.1889739804223711,2.800394414558972,2.74303243279415,2.4366214618139734,1.5492733529643405,2.859902344446851,1.7062496145792905,2.7500051327716957,0.8601593975785982,1.8550993040306163,1.5376762074719903,0.3715860814600899,0.9908784731574809,1.665944851794865,0.9181163728788951,0.9723141993145479,2.1647234598518703,2.728411702289857,1.5660809305093406,3.050873479042066,2.226332535476459,0.7955206525197623,3.008537698359216,1.6591624949085615,1.0809314817031814,0.27455493750884574,2.9991361502341767,1.6535491670732538,1.3337357641987577,2.7950464886647195,1
2.1647234598518703,2.728411702289857,1.5660809305093406,3.050873479042066,2.226332535476459,0.7955206525197623,3.008537698359216,1.6591624949085615,1.0809314817031814,0.27455493750884574,2.9991361502341767,1.6535491670732538,1.3337357641987577,2.7950464886647195,3.047688626021659,2.46349870278355,1.5722996834529734,2.905560406295886,1.801261971280619,2.6015701586882836,0.8163295271399005,1.878114370483603,1.4180333264818816,1.0658566212950156,0.9292599487075128,1.9042220105802814,1.0444603107030286,0.976207760764728,2.1758497496001348,2.6977963126414783,1.5409382192291385,3.040860850917021,2.254203287915783,0.7635577148552712,3.008606591818744,1.648745605504357,0.927528388709144,0.4077044144810743,3.0064522566046685,1.6466421083310714,0.9859384871847197,2.7904602131200633,1
2.1758497496001348,2.6977963126414783,1.5409382192291385,3.040860850917021,2.254203287915783,0.7635577148552712,3.008606591818744,1.648745605504357,0.927528388709144,0.4077044144810743,3.0064522566046685,1.6466421083310714,0.9859384871847197,2.7904602131200633,2.8636149788091987,2.4559994191548684,1.6071073285346782,2.9385252195882843,1.7768368516529849,2.7142626598934965,0.7883787393258095,1.7665093896286983,1.4307390962674036,1.0292372782935382,0.8514015632150214,1.831650807817637,0.9714721270507601,0.8700473998588051,2.1422370382130786,2.705380596760357,1.5060442879005496,2.987329419087794,2.2393873001911087,1.0065369965694932,3.14137808886396,1.6869266537008607,1.0185070209595684,0.44040467186456667,3.0563469589886156,1.5222264088141941,1.0810118776699693,2.8038576701278375,1
2.1422370382130786,2.705380596760357,1.5060442879005496,2.987329419087794,2.2393873001911087,1.0065369965694932,3.14137808886396,1.6869266537008607,1.0185070209595684,0.44040467186456667,3.0563469589886156,1.5222264088141941,1.0810118776699693,2.8038576701278375,2.808887366353995,2.431136276888549,1.572096501540914,2.8479082298939513,1.7724884109092516,2.789329543801044,0.8433103456020761,1.8879055568014587,1.4748157319210977,0.8535807471855369,0.8997917199811958,1.7188092225567726,1.0309289698308697,0.8955745849143041,2.1666773028784734,2.6959095679317073,1.598166836669012,3.0773877846139923,2.2501636074888767,0.7570373264455506,3.006541770210934,1.6464352763015933,1.0153139673842255,0.297433636028689,2.978022817315877,1.6580661698021915,1.1472462658529263,2.808228098528344,1
2.1732118293466223,2.6729398979037144,1.5536716137628388,3.0659591384902254,2.281102013012982,0.7397694542529027,3.001928402309841,1.6258382641695939,1.032739673911958,0.282911263773744,2.9762689251606944,1.6681486051370102,1.2359661447764743,2.7971984565719783,2.1741662715723087,2.6781868606765253,1.5743590376240597,3.0709719951151784,2.2360467662324384,0.7394733774391244,3.0205171101291515,1.64434048469272,1.0175253045927584,0.3042032990802451,3.007119882697857,1.6659113839510735,1.1830989024805971,2.8178033195894776,2.1581029182885225,2.698470868425572,1.54993668545779,3.0444029617491877,2.200848422880125,0.6783264427368803,3.0058993148802795,1.6810451213312552,1.1288981909049158,0.22634209045858592,2.9962708211374207,1.6399750172693948,1.3919222509438411,2.8304093697449986,1
2.2262697348690366,2.735595883073822,1.629390906646672,2.9335472675311745,2.222438823132897,0.43827187773643833,2.956274070200151,1.8559231626424455,0.8584833753637633,0.2003458698454555,2.92556810061445,1.4994956249763427,1.2473678499023515,2.899455121142512,2.837232541165688,2.6554293410138063,1.6489623725220883,2.8700663729580524,1.8873962203316696,1.5314446115648035,1.147935155622007,2.1045710672747067,1.264025582821897,0.7376973437404433,1.1830660775677933,1.9803744724398076,1.452760345835567,0.7716468112593508,2.2457149235258282,2.7174085968944235,1.6000617367542005,2.8787111636018334,2.2051031485223263,0.35107658594339675,3.0084119923905828,1.9143492289051454,0.6127489763590184,0.2526413732774475,2.9783829774619224,1.4320566142762725,1.217493199254134,2.8624635390957547,1
2.2457149235258282,2.7174085968944235,1.6000617367542005,2.8787111636018334,2.2051031485223263,0.35107658594339675,3.0084119923905828,1.9143492289051454,0.6127489763590184,0.2526413732774475,2.9783829774619224,1.4320566142762725,1.217493199254134,2.8624635390957547,2.8195532708900894,2.6623433056569272,1.6169587218423045,2.8901417340413946,1.9451341229753014,1.724717212360156,1.1147715747893323,2.0080401165135324,1.1953725105007613,0.5938154779016049,1.2643779881159962,2.047880314178004,1.1764969398103218,0.8565848901497264,2.235840038648683,2.7371634286325777,1.6668393913740476,2.8659180842709397,2.1833913800834743,0.4345174180486796,3.0840160588405285,1.950080885068439,0.6542923806419325,0.27258331343264486,3.003947593572964,1.4257934992609185,1.3319141721967145,2.8653964430701615,1
2.235840038648683,2.7371634286325777,1.6668393913740476,2.8659180842709397,2.1833913800834743,0.4345174180486796,3.0840160588405285,1.950080885068439,0.6542923806419325,0.27258331343264486,3.003947593572964,1.4257934992609185,1.3319141721967145,2.8653964430701615,2.707280377312587,2.6540094458045966,1.6156358210316708,2.9434905784998895,1.852235650653084,1.0089849149969987,1.4918678501565956,2.693551255912152,1.070626946894202,0.5654427337049912,1.773120993082299,1.3874655330294647,1.1223021321450497,1.2558113867697651,2.271382127568697,2.7030309575287093,1.6694117138846276,2.8819793570603203,2.1472044871468685,0.3426449479844765,3.0306458937749188,1.929093340497773,0.583938474131015,0.25927552767895196,2.979146997011873,1.4654236309875437,1.3716536432396342,2.894491227521044,1
2.271382127568697,2.7030309575287093,1.6694117138846276,2.8819793570603203,2.1472044871468685,0.3426449479844765,3.0306458937749188,1.929093340497773,0.583938474131015,0.25927552767895196,2.979146997011873,1.4654236309875437,1.3716536432396342,2.894491227521044,2.5638350573603446,2.7464350965364828,1.607134612501151,2.926179031210511,1.8149122174379682,0.9098735652099392,1.2668994174986203,2.090152636131652,1.0716344375245934,0.5779839320305898,1.4682045188375321,2.2256450094121503,1.2428280359918098,0.9473767614768421,2.205286981707499,2.7704319444525147,1.650619168346879,2.890946399243154,2.192235951823149,0.38464014823780107,3.071604798151263,1.9147536888645922,0.7455990674102695,0.22790478874860354,3.001923159620472,1.4704188432528627,1.2779174257725412,2.8745498581760653,1
2.205286981707499,2.7704319444525147,1.650619168346879,2.890946399243154,2.192235951823149,0.38464014823780107,3.071604798151263,1.9147536888645922,0.7455990674102695,0.22790478874860354,3.001923159620472,1.4704188432528627,1.2779174257725412,2.8745498581760653,2.5937642162049706,2.6432928122101256,1.5941754087901012,2.906163912002706,1.8092499574679914,1.1318866248655644,1.0890420852603029,1.947001396037857,1.263401682470307,0.5182482096690971,1.3032897358616116,1.7791756899876068,1.177863743763183,0.925117134224988,2.2079746722328233,2.7616383642893654,1.7638091151105804,2.955413328835603,2.3051505191270216,0.28308651889157377,3.082904844116571,1.8640757234355285,1.0297006902871921,0.11991363419948471,3.0400329041254066,1.5327778477788618,1.478584123614487,2.8061677378133734,1
2.67033541288143,2.4383417235015785,2.07309536438852,2.95789871571323,2.680094474245386,1.3401240566811217,3.103986862083894,1.9336928269306104,1.5029150230867951,0.1487376454441005,3.11249368477119,1.5161889255037746,2.5608655862055083,2.800465082992411,2.569741519614528,2.5011364354637764,1.5683530909964234,3.108427810545213,2.4117992884857014,1.696119717223117,1.2426493046580995,1.4031816254880567,1.286381585523372,1.7161942837063497,1.5104171371938524,3.00985955593452,2.4453296762450902,1.3329211985075236,2.633796794751039,2.399591937625194,2.03787709803579,2.9696374524410274,2.6813914956842457,1.3200591882342803,3.1170313939166645,1.9287996620717527,1.4832000869552593,0.12177302289686828,3.1147512609457935,1.5357464890434998,2.5421418525955315,2.817948386044831,1
